set_name,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
low_drawdown,0.13084583550392703,0.162893499697834,0.11077684441013455,0.1955192808350339,0.09234090681363082
best_by_sharpe,0.1371902064492793,0.13446687059148713,0.11747508127017071,0.1383515269614091,0.11718623783459176
family_balanced,0.1298759909585899,0.13096982638671745,0.12425866255438775,0.12702590856951676,0.131011973052313
composite_best,0.1347769105365574,0.12611487766406346,0.12764911928463923,0.12102412133366978,0.11640593694196442
robust_multi_horizon,0.1347769105365574,0.12611487766406346,0.12764911928463923,0.12102412133366978,0.11640593694196442
best_by_icir,0.13131967103934725,0.12389389485521904,0.13279034719657815,0.11572265528038209,0.11885032210981912
best_by_rankicir,0.12171100888878886,0.1044453798067135,0.12644419281115135,0.10267740473623571,0.14699591270910434
diversified_best,0.07950346608695273,0.09110077333390193,0.1329566331882989,0.07865498095008278,0.16080277359661216
